"name","initial_solution_value","initial_solution_time_ms","num_iterations","num_iterations_acceptance","best_value","steps_to_best","time_to_best_s","seed","num_jobs_destroy_repair","temperature"
"ta117",26731,30383,28242,6607,26557,4452,72,4258093555,3,2.48488
"ta118",26968,31383,29827,6142,26782,20482,222,886444674,3,2.51214
"ta119",26555,30802,31140,6385,26200,30028,290,3664789124,3,2.4806
"ta120",26818,31603,31582,7182,26622,11338,132,2137212943,3,2.49758
"ta001",1290,1,52450,37978,1278,23879,1,1564354257,3,2.5765
"ta002",1366,1,50596,35552,1358,2836,0,1495602783,3,2.598
"ta003",1098,1,63275,24351,1073,39675,1,29551826,3,2.3025
"ta004",1311,1,67163,28822,1293,12567,0,223178314,3,2.818
"ta005",1261,1,55655,35782,1235,5134,0,631582907,3,2.484
"ta006",1228,1,28533,11277,1195,15,0,4239178057,3,2.5275
"ta007",1273,1,58412,29837,1239,282,0,1171068979,3,2.474
"ta008",1211,1,58777,26985,1199,3797,0,1870491763,3,2.6155
"ta009",1273,1,62778,24178,1210,5077,0,2952926238,3,2.621
"ta010",1151,1,61730,26730,1103,446,0,3104223165,3,2.3885
"ta011",1622,2,57837,27532,1572,2285,0,739436084,3,2.58225
"ta012",1721,2,58922,19506,1648,33012,3,3257725561,3,2.7145
"ta013",1558,2,62411,18271,1473,52876,5,1443297838,3,2.469
"ta014",1386,2,58139,21140,1368,22726,2,905351052,3,2.2325
"ta015",1497,2,58670,22800,1408,3797,0,2828759470,3,2.36475
"ta016",1444,2,60635,16559,1369,4176,0,3980598903,3,2.285
"ta017",1506,2,60818,22330,1434,28055,2,1827898752,3,2.34425
"ta018",1593,2,60775,18792,1527,3807,0,746933916,3,2.4755
"ta019",1621,2,48638,22340,1586,16730,1,2159948787,3,2.5085
"ta020",1648,2,64205,19745,1559,7478,0,2163938586,3,2.632
"ta021",2352,5,48341,12975,2252,40079,9,775296363,3,2.53412
"ta022",2155,5,43857,17824,2063,10022,3,3932836226,3,2.3465
"ta023",2386,5,47416,19134,2271,7785,2,1772198818,3,2.54038
"ta024",2259,5,52392,21132,2187,13833,3,528408369,3,2.46675
"ta025",2360,5,51275,14575,2256,32554,7,1192472941,3,2.55837
"ta026",2278,5,49301,12251,2181,27981,6,4184443486,3,2.46263
"ta027",2391,5,44502,13455,2225,7651,2,2238176868,3,2.512
"ta028",2286,5,45399,18497,2183,2772,0,466841131,3,2.46962
