"name","seed","value"
"ta013",2842882358,1496
"ta014",4198720281,1378
"ta015",3207802141,1419
"ta016",3641160931,1397
"ta017",2672595262,1484
"ta018",332953402,1543
"ta019",3913209642,1593
"ta020",1264767985,1591
"ta021",1804826529,2297
"ta022",2068272852,2099
"ta023",294485632,2328
"ta024",3334890475,2223
"ta025",626241666,2294
"ta026",2630653127,2228
"ta027",1307342336,2273
"ta028",1655517294,2200
"ta029",1262171682,2237
"ta030",2592181217,2178
"ta031",2187619472,2724
"ta032",2043884638,2836
"ta033",2800558280,2621
"ta034",3902060169,2751
"ta035",1916912241,2863
"ta036",2605183105,2829
"ta037",3007906124,2725
"ta038",2121836998,2683
"ta039",3629743779,2554
"ta040",2457947567,2782
"ta041",1555368198,3035
"ta042",4108171505,2892
"ta043",4270975393,2869
"ta044",3610767379,3071
"ta045",2460073191,3010
"ta046",2605565825,3007
"ta047",2400204569,3125
"ta048",2982781434,3042
"ta049",1960831423,2902
"ta050",724201723,3099
"ta051",2920464180,3894
"ta052",2841097540,3741
"ta053",1469463136,3672
"ta054",1591883434,3741
"ta055",1434983771,3656
"ta056",1491332659,3746
"ta057",2492865829,3731
"ta058",627046740,3740
"ta059",4234337662,3781
"ta060",4158374789,3791
"ta061",207373436,5493
"ta062",2446680290,5268
"ta063",2643458531,5175
"ta064",1953473869,5018
"ta065",2562843485,5250
"ta066",32210195,5135
"ta067",1768991139,5246
"ta068",2721315790,5094
"ta069",447082524,5448
"ta070",1575609838,5322
"ta071",3020334302,5779
"ta072",3216398239,5349
"ta073",1904182946,5690
"ta074",1639993818,5826
"ta075",4265991064,5467
"ta076",113614509,5308
"ta077",2807941208,5600
"ta078",3989706958,5640
"ta079",2190459926,5875
"ta080",1890442042,5848
"ta081",2598378241,6299
"ta082",1330070835,6274
"ta083",1814408744,6357
"ta084",3570395394,6323
"ta085",2867383878,6354
"ta086",1789483602,6464
"ta087",2671997839,6354
"ta088",1988543801,6464
"ta089",3947621387,6372
"ta090",2698471688,6498
"ta091",1632884889,10872
"ta092",128639426,10501
"ta093",2192530030,10923
"ta094",2636402168,10889
"ta095",2608805717,10526
"ta096",3294166768,10331
"ta097",1691274990,10857
"ta098",4112439595,10734
"ta099",2893240404,10438
"ta100",3273494122,10685
"ta101",3358151221,11304
"ta102",3386896973,11372
"ta103",3859531010,11468
"ta104",3646755672,11418
"ta105",455480631,11369
"ta106",2799498822,11347
"ta107",3755498426,11460
"ta108",88238428,11451
"ta109",258977209,11350
"ta110",3077768034,11431
"ta111",2955815574,26166
"ta112",1613004000,26738
"ta113",2965500106,26500
"ta114",1206456217,26533
"ta115",92884298,26413
"ta116",877466304,26559
"ta117",2198689640,26474
"ta118",1160970861,26658
"ta119",3478257187,26121
"ta120",116477034,26583
