"name","initial_solution_value","initial_solution_time_ms","num_iterations","num_iterations_acceptance","best_value","steps_to_best","time_to_best_s","seed","num_jobs_destroy_repair","temperature"
"flcmax_30_15_4",4853,7,32254,10553,4601,30509,9,3834083413,3,4.95722
"flcmax_30_15_9",4841,7,33433,10701,4483,13393,4,3133125806,3,4.863
"flcmax_30_15_8",5049,7,29854,8862,4769,29203,9,404960030,3,4.98756
"flcmax_30_15_6",4997,8,31132,9561,4703,11260,3,1695641990,3,4.99711
"flcmax_30_20_3",5578,12,39294,10435,5222,4268,1,2827096054,3,4.82525
"flcmax_30_20_1",5947,12,38813,10995,5533,18287,7,2051596994,3,5.05675
"flcmax_30_20_6",5798,12,38736,12668,5569,19303,8,1764980474,3,5.06392
"flcmax_30_20_10",5741,12,38274,12298,5408,15661,6,578368543,3,4.96533
"flcmax_30_20_2",5455,12,42389,15986,5269,36754,13,3451800361,3,4.9245
"flcmax_40_15_5",6216,14,46043,18449,5887,41355,15,3667456206,3,5.13008
"flcmax_40_15_9",5928,14,41933,13116,5605,31611,12,309486895,3,5.01433
"flcmax_40_15_2",6142,15,45017,14220,5803,23696,9,2487202049,3,5.05292
"flcmax_40_15_10",6037,13,47399,15812,5827,3772,1,2072748136,3,5.02675
"flcmax_40_15_8",6306,14,47144,15422,5973,40229,14,2384335319,3,5.18267
"flcmax_40_20_3",6906,24,52038,18502,6391,33710,19,238831617,3,4.97725
"flcmax_40_20_9",6904,23,54191,20791,6578,31306,16,4134502439,3,5.06969
"flcmax_40_20_6",7101,24,52572,18756,6714,29584,16,690203726,3,5.13438
"flcmax_40_20_7",6965,24,48296,18007,6670,36056,22,183830594,3,5.08444
"flcmax_40_20_5",6788,21,56479,23471,6398,52566,26,155258696,3,5.06019
"flcmax_50_15_6",7158,26,51259,17813,6762,45663,22,1961106471,3,4.94647
"flcmax_50_15_5",6897,23,49374,18327,6654,28168,14,1849894278,3,4.90007
"flcmax_50_15_1",6764,24,57416,23779,6518,16511,7,137360244,3,4.8294
"flcmax_50_15_8",7096,24,52581,15982,6765,37312,18,684555107,3,5.11907
"flcmax_50_15_2",7298,23,51333,16842,6945,17491,8,117476473,3,5.18147
"flcmax_50_20_2",8156,41,71459,24692,7547,49432,31,1544648577,3,5.1288
"flcmax_50_20_1",7621,41,60696,20692,7207,7433,5,260521464,3,4.7729
"flcmax_50_20_7",8000,42,59162,22026,7568,58478,44,3692836536,3,4.9788
"flcmax_50_20_8",7789,40,63214,22472,7349,14847,10,373964845,3,4.9232
"flcmax_50_20_4",8049,41,64769,21741,7648,55293,39,999797475,3,5.11825
"flcmax_20_15_3",4049,6,23225,6892,3844,4177,0,3182458926,3,5.20783
"flcmax_20_15_6",3876,3,22763,6483,3710,11627,2,2497502890,3,4.96517
"flcmax_20_15_4",3579,3,21603,6973,3448,4221,0,3414157413,3,4.55917
"flcmax_20_15_10",4136,3,21193,6912,3991,7807,1,2421185993,3,5.303
"flcmax_20_15_5",4068,3,22000,8086,3870,11062,2,1988691829,3,5.2505
"flcmax_20_20_1",4627,5,24264,9210,4475,8781,2,94467481,3,4.962
"flcmax_20_20_3",4617,5,26243,10350,4329,21807,5,171817951,3,5.0215
"flcmax_20_20_9",4566,5,25273,6983,4387,18596,5,1010812345,3,4.95637
"flcmax_20_20_2",4644,5,23676,7277,4372,2650,0,695486472,3,5.08413
"flcmax_20_20_10",4457,5,24806,7384,4252,10975,3,3157700553,3,5.02388
"flcmax_30_15_3",4761,7,30714,10010,4454,12192,3,986973937,3,4.71211
"flcmax_30_15_4",4853,7,32758,10338,4585,32324,9,2266589997,3,4.95722
"flcmax_30_15_9",4841,7,32549,10989,4507,30232,9,4143820021,3,4.863
"flcmax_30_15_8",5049,7,32250,9876,4767,31376,9,248360759,3,4.98756
"flcmax_30_15_6",4997,7,31956,11211,4715,27719,8,960747102,3,4.99711
"flcmax_30_20_3",5578,12,38905,12571,5257,18506,7,656962885,3,4.82525
"flcmax_30_20_1",5947,12,36983,11591,5531,4939,2,605709907,3,5.05675
"flcmax_30_20_6",5798,12,43260,15262,5574,2302,0,214240973,3,5.06392
"flcmax_30_20_10",5741,12,37010,11734,5398,14336,6,679064660,3,4.96533
"flcmax_30_20_2",5455,12,41612,13592,5266,36474,14,3503568117,3,4.9245
"flcmax_40_15_5",6216,14,47206,18775,5898,36806,13,2267663417,3,5.13008
"flcmax_40_15_9",5928,14,38239,12458,5625,31592,14,869568019,3,5.01433
"flcmax_40_15_2",6142,14,43972,13686,5810,31800,12,582011953,3,5.05292
"flcmax_40_15_10",6037,14,46182,16005,5827,14789,5,2659854429,3,5.02675
"flcmax_40_15_8",6306,14,46357,14927,5958,38206,14,2414328705,3,5.18267
"flcmax_40_20_3",6906,23,52127,19557,6385,10752,6,381347038,3,4.97725
"flcmax_40_20_9",6904,23,53258,20582,6571,44560,24,704450667,3,5.06969
"flcmax_40_20_6",7101,24,55203,21054,6640,45941,24,2398312609,3,5.13438
"flcmax_40_20_7",6965,23,50646,17900,6673,33321,18,4042739492,3,5.08444
"flcmax_40_20_5",6788,23,55158,20383,6453,54432,28,2450262968,3,5.06019
"flcmax_50_15_6",7158,25,55189,20563,6718,35390,16,2122728746,3,4.94647
"flcmax_50_15_5",6897,22,52533,19045,6655,20305,9,1379350013,3,4.90007
"flcmax_50_15_1",6764,21,56077,22591,6519,53642,23,431917474,3,4.8294
"flcmax_50_15_8",7096,24,51820,17323,6761,21161,10,4110834266,3,5.11907
"flcmax_50_15_2",7298,24,50708,17559,6951,42375,20,4025627271,3,5.18147
"flcmax_50_20_2",8156,42,70884,26067,7573,66137,42,861258615,3,5.1288
"flcmax_50_20_1",7621,41,58752,18704,7201,41909,31,1730980589,3,4.7729
"flcmax_50_20_7",8000,43,64550,23042,7528,50953,35,3820561947,3,4.9788
"flcmax_50_20_8",7789,39,66231,22460,7342,53096,36,1283452872,3,4.9232
"flcmax_50_20_4",8049,40,60523,23318,7619,56554,41,869489639,3,5.11825
"flcmax_20_15_3",4049,9,22500,8964,3833,19451,3,3885088839,3,5.20783
"flcmax_20_15_6",3876,9,22209,7015,3709,11776,2,3780577293,3,4.96517
"flcmax_20_15_4",3579,3,20953,7715,3442,19240,3,2166810845,3,4.55917
"flcmax_20_15_10",4136,3,21905,7072,3977,9827,1,281409386,3,5.303
"flcmax_20_15_5",4068,3,21490,8399,3868,17674,3,4060206998,3,5.2505
"flcmax_20_20_1",4627,5,24072,7760,4465,15853,4,3650436458,3,4.962
"flcmax_20_20_3",4617,5,26285,10209,4329,14778,3,3252350081,3,5.0215
"flcmax_20_20_9",4566,5,25370,6538,4402,23840,6,632037324,3,4.95637
"flcmax_20_20_2",4644,5,24562,10432,4396,21849,6,2592389902,3,5.08413
"flcmax_20_20_10",4457,5,24696,8858,4247,982,0,3197179009,3,5.02388
"flcmax_30_15_3",4761,7,31553,11585,4476,15394,5,2229624089,3,4.71211
"flcmax_30_15_4",4853,7,32635,9111,4594,26209,7,1066588167,3,4.95722
"flcmax_30_15_9",4841,8,30710,10418,4490,25546,8,2280168723,3,4.863
"flcmax_30_15_8",5049,7,32744,10604,4807,10543,3,2483367842,3,4.98756
"flcmax_30_15_6",4997,7,30823,9673,4697,6455,2,3193915061,3,4.99711
"flcmax_30_20_3",5578,12,37406,13195,5290,16495,7,1266217585,3,4.82525
"flcmax_30_20_1",5947,12,37717,10801,5522,31653,13,463119004,3,5.05675
"flcmax_30_20_6",5798,12,38853,12704,5572,37323,15,1771712499,3,5.06392
"flcmax_30_20_10",5741,12,37046,10661,5376,25485,10,2956527301,3,4.96533
"flcmax_30_20_2",5455,12,39999,15120,5266,22184,8,2339916441,3,4.9245
"flcmax_40_15_5",6216,14,47044,17236,5878,33228,11,1128839674,3,5.13008
