"name","initial_solution_value","initial_solution_time_ms","num_iterations","num_iterations_acceptance","best_value","steps_to_best","time_to_best_s","seed","num_jobs_destroy_repair","temperature"
"ta017",1935,1,43892,16845,1432,10674,1,1418529472,3,2.34425
"ta018",2044,1,47749,17459,1527,16867,2,1085151105,3,2.4755
"ta019",1978,1,39017,18784,1586,881,0,903931738,3,2.5085
"ta020",2051,1,45947,15277,1559,37137,4,796117062,3,2.632
"ta021",2770,1,41028,12510,2259,26793,7,773702784,3,2.53412
"ta022",2543,1,37220,12915,2068,7229,2,2861430893,3,2.3465
"ta023",2625,1,35495,12017,2245,16419,5,2718464742,3,2.54038
"ta024",2800,1,42538,18123,2178,30861,8,2900421441,3,2.46675
"ta025",2829,1,39872,12180,2261,26342,7,1359407731,3,2.55837
"ta026",2597,1,39067,12431,2164,18261,5,816279593,3,2.46263
"ta027",2723,1,38667,12262,2225,2595,0,2209241062,3,2.512
"ta028",2697,2,38521,13162,2174,10065,3,2622314739,3,2.46962
"ta029",2713,1,36246,12277,2209,21100,6,731591738,3,2.52513
"ta030",2830,1,41898,13476,2122,27955,8,3689757832,3,2.41725
"ta031",3095,1,44253,30545,2724,773,0,454233199,3,2.4154
"ta032",3515,1,45832,25760,2834,11665,1,390957190,3,2.6098
"ta033",2900,1,46631,23248,2612,33488,5,4224674518,3,2.398
"ta034",3073,1,47291,24940,2751,98,0,3942123147,3,2.5646
"ta035",3071,1,46733,30652,2854,83,0,472734671,3,2.5452
"ta036",3195,1,47110,23963,2825,1170,0,3457664289,3,2.6008
"ta037",3450,1,48118,21911,2717,2503,0,3840562658,3,2.4648
"ta038",3140,1,49596,25566,2683,2380,0,4166152988,3,2.4786
"ta039",2930,1,44136,21619,2545,17919,3,4218785094,3,2.3244
"ta040",3188,1,43610,28455,2776,471,0,1594174575,3,2.5636
"ta041",3754,1,44717,15597,3010,23886,7,3916249476,3,2.51
"ta042",3685,1,48396,15706,2888,34928,10,3617348972,3,2.4236
"ta043",3612,1,46594,17843,2855,6577,2,2666163213,3,2.4007
"ta044",3669,1,47303,17828,3061,12336,4,3221852378,3,2.5281
"ta045",3741,1,44976,13696,2995,14377,5,1112501117,3,2.5391
"ta046",3736,1,43926,14414,2991,14125,4,161354288,3,2.509
"ta047",3678,1,46251,17594,3101,36207,11,1470256877,3,2.5184
"ta048",3773,1,45556,15967,3024,35356,11,1884324923,3,2.4535
"ta049",3792,1,49462,16909,2883,13097,3,2782808662,3,2.4332
"ta050",3845,1,45844,16156,3078,27843,8,1556908879,3,2.5446
"ta051",5094,2,45920,14092,3843,12274,8,1442027507,3,2.59555
"ta052",4730,2,43346,14471,3688,34459,23,2271455838,3,2.46355
"ta053",4592,2,42569,14202,3621,27584,20,2231169920,3,2.42175
"ta054",4797,2,46690,18374,3735,30932,19,3017990868,3,2.465
