"name","solution_value","buffer_size"
"ta023",2236,2
"ta024",2175,2
"ta025",2247,3
"ta026",2174,2
"ta027",2223,2
"ta028",2170,3
"ta029",2206,2
"ta030",2146,2
"ta031",2724,4
"ta032",2834,5
"ta033",2612,5
"ta034",2751,5
"ta035",2853,4
"ta036",2825,5
"ta037",2716,4
"ta038",2683,7
"ta039",2547,4
"ta040",2776,10
"ta041",3020,3
"ta042",2881,4
"ta043",2855,4
"ta044",3061,4
"ta045",2990,4
"ta046",3014,3
